id,class,UsingIPAddress1,URLlengthRule1,TinyService,checkArrobaURL,checkRedirectURL,checkDashDomain,checkSubDomainMulSubDomain,checkHTTPSDomainURL,GoogleIndex,StatisticalReports,SSLFinal_state2,AgeSSL2,numDotsURL,NumDotSubDomain,pathLevelURL,URLlength,NumDashURL,NumDashDomain,checkTildeSymbolURL,NumUnderscoreURL,NumPercentURL,NumAmpersandURL,QueryComponents,NumHashURL,NumNumericCharsURL,NoHTTPS,DomainInSubdomains,DomainInPaths,HostnameLenth,PathLength,QueryLength,NumSensitiveWords,NumArrobaURL,KnowLTD,get_PositionTLD,BrandNameURL,numDots_URLRule4,SpecialSymbol4,URLlengthRule4,SuspiciousInURL,httpCountInURL,BrandNameDomain,NumNumericChars_Path,NumNumericChars_Domain,NumNumericChars_Subdomain,RandomDomain,RandomString,DomainLength,SubdomainLength,checkWWW,checkCOM,numInterrogation,numBar,numEqual,numArroba,checkAlexa,RawWordCount,AvaregeWordLength,LongestWordLength,ShortestWordLength,StandardDerivation,AdjacentWordCount,AverageAdjacentWordLength,SeparatedWordCount,OtherWordsCount,RandomWordCount,KeywordCount,BrandNameCount,TargetBrandNameCount,TargetKeywordCount,SimilarBrandNameCount,SimilarKeywordCount,ConsecutiveCharacterRepeat,URLofAnchorRule1,statusBarCost,SubmittingEmailTo,DisablingRightClick,ServerFormHandler,EmbeddedBrandName,URLofAnchorCat,InsecureForm,RelativeFormAction,ExtFormAction,AbnormalFormAction,FrequentDomainNameMismatch,PopUpWindow,ImagesOnlyInForm,PctExtResourceUrls,IframeOrFrame,LinksMetaScript,checkTitle,FakeLoginForm,Copied_CSS,IdentityKeywords,URLofAnchorRule4,CheckDataURI,ForeignhyperlinksRule1,FaviconD,Foreignhyperlinks,Numberofwebpages,ForeignhyperlinksRule4,Nohyperlinkfeature,Copyrightfeatures,LinksMetaScriptRule1,IFrameRedFrameBorder,IFrameExternalSRC,NumberRedirect
5184,0,0,0,0,0,0,0,0,0,0,0,1,366,2,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,2,0,0,1,4,3.5,5,2,1.118033988749895,0,0.0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10828025477707008,0,0,0,0,0,1,1,0.10828025477707008,0,0.3333333333333333,1,0,0,1,0,0,2,2,0.9981684981684982,546,1,1,1,1,0,0,0
5185,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,1,3,6.0,9,3,2.449489742783178,28,5.0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,1,0,1,0.1111111111111111,1,0.8,1,0,0,0,0,0,2,0,0.9465648854961832,131,1,1,0,1,0,1,0
5187,0,0,0,0,0,0,0,0,0,0,0,1,731,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,3,4.0,6,3,1.4142135623730951,0,0.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.4639498432601881,1,1,0,0,0,0,0,0.4639498432601881,1,0.6901408450704225,1,1,0,0,1,0,2,0,0.9369158878504672,428,1,1,1,1,0,0,0
5188,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,1,3,4.333333333333333,6,3,1.247219128924647,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02962962962962963,1,1,0,0,1,0,0,0.02962962962962963,0,0.4444444444444444,1,1,0,0,0,0,2,0,0.9910313901345292,223,1,1,1,1,0,0,0
5189,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,0,3,6.0,9,3,2.449489742783178,28,5.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16279069767441862,0,0,0,0,1,0,1,0.16279069767441862,0,0.21428571428571427,1,0,0,0,0,0,2,0,0.7246376811594203,69,1,1,1,1,0,0,0
5190,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,2,0,0,1,3,4.666666666666667,6,3,1.247219128924647,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06367041198501873,1,1,0,0,1,0,0,0.06367041198501873,0,0.5,1,0,0,1,0,0,2,0,0.9715302491103204,281,1,1,1,1,0,0,0
5191,0,0,0,0,0,0,1,0,0,0,0,1,735,1,0,1,23,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,0,0,0,3,6.666666666666668,12,2,4.109609335312651,55,6.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040909090909090916,0,0,0,0,1,0,0,0.040909090909090916,0,0.020618556701030927,1,0,0,0,0,0,0,0,0.14790996784565916,311,0,1,1,0,0,0,0
5192,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,3,4.333333333333333,6,2,1.699673171197595,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.047979797979797977,1,1,0,0,1,1,0,0.047979797979797977,1,0.5238095238095238,1,0,0,0,0,0,2,0,0.8560747663551402,535,1,1,0,1,0,1,0
5193,0,0,0,0,0,0,0,0,0,0,0,1,3650,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,2,0,0,1,3,8.0,17,2,6.4807406984078595,120,7.666666666666668,3,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5392156862745098,0,0,0,0,1,1,1,0.5392156862745098,0,0.06666666666666668,1,0,0,0,1,0,2,0,0.6308724832214765,149,1,1,1,0,0,0,0
5194,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,1,3,5.0,7,3,1.6329931618554518,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,1,0.6666666666666666,0,0.5,1,0,0,1,1,0,2,2,1.0,11,1,1,1,1,0,0,0
5195,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,2,0,0,0,3,8.333333333333334,16,3,5.557777333511021,105,7.333333333333332,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04145077720207254,0,0,0,0,1,0,0,0.04145077720207254,1,0.5319148936170213,1,0,1,0,0,0,1,2,0.3608058608058608,546,0,1,1,1,0,1,0
5196,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,0,2,0,0,1,3,6.666666666666668,12,3,3.858612300930076,55,6.0,2,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.02054794520547945,1,1,0,0,1,0,0,0.02054794520547945,0,0.0,1,1,0,0,0,0,2,2,0.9195979899497488,199,1,1,1,0,0,0,0
5199,0,0,0,0,0,0,1,0,0,0,0,1,739,1,0,1,26,2,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,2,0,0,0,3,7.666666666666668,14,3,4.642796092394708,78,6.666666666666668,3,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12422360248447205,1,1,0,0,0,0,0,0.12422360248447205,1,0.5098039215686274,1,0,1,0,0,0,2,0,0.8159509202453987,326,1,1,1,1,0,0,0
5201,0,0,0,0,0,0,1,0,0,0,0,1,-1,2,0,1,23,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,1,4,4.75,9,2,2.680951323690902,28,5.0,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,0,0,0,1,0,0.0,0,0.2727272727272727,1,0,0,1,0,0,2,2,0.9875,80,1,1,1,1,0,0,0
5202,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,2,0,0,1,3,7.333333333333332,14,3,4.784233364802442,78,6.666666666666668,2,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25925925925925924,1,0,0,0,1,0,0,0.25925925925925924,0,0.2222222222222222,1,0,0,0,0,0,1,0,0.29347826086956524,92,0,1,1,1,0,0,0
5205,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,2,0,0,1,3,11.0,25,3,9.933109617167561,276,10.333333333333334,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.0,1,0,0,1,0,0,0,2,0.0,0,0,0,1,0,0,0,0
5207,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,2,0,0,1,3,5.0,7,3,1.6329931618554518,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.1,0,0.35714285714285715,1,0,0,1,0,0,2,0,0.9915254237288136,118,1,1,1,1,0,0,0
5208,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,2,0,0,1,3,3.6666666666666665,5,3,0.9428090415820634,0,0.0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.875,0,0,0,0,0,0,1,0.875,0,0.2,1,0,0,0,1,0,2,2,0.9090909090909092,11,1,1,1,1,0,0,0
5209,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,1,28,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,0,2,0,0,0,3,8.333333333333334,17,3,6.182412330330467,120,7.666666666666668,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01492537313432836,1,1,0,0,0,1,0,0.01492537313432836,0,0.7241379310344828,1,0,0,1,0,0,2,0,0.8064516129032258,155,1,1,1,1,0,0,0
5210,0,0,0,0,0,0,0,0,0,0,0,1,730,2,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,2,0,0,1,4,3.75,6,2,1.7853571071357126,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03836317135549872,1,1,0,0,1,0,0,0.03836317135549872,1,0.38235294117647056,1,0,1,0,0,0,2,0,0.9472527472527472,455,1,1,0,1,0,1,0
5211,0,0,0,0,0,0,0,0,0,0,0,1,730,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,3,4.0,6,3,1.4142135623730951,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14068441064638784,1,1,0,0,1,0,0,0.14068441064638784,1,0.19078947368421054,1,0,0,1,0,0,0,0,0.18140929535232386,667,0,1,1,1,0,1,0
5212,0,0,0,0,0,0,0,0,0,0,0,1,366,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,14,0,0,0,0,2,0,0,1,3,7.333333333333332,14,2,4.988876515698588,78,6.666666666666668,4,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.012962962962962964,1,1,0,0,1,0,0,0.012962962962962964,0,0.13636363636363635,1,0,0,0,0,0,2,0,0.9917898193760264,609,1,1,1,0,0,0,0
5213,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,3,5.333333333333333,7,3,1.699673171197595,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08710801393728224,0,0,0,0,0,1,0,0.08710801393728224,1,0.2391304347826087,1,0,0,0,0,0,2,0,0.9883720930232558,516,1,1,1,1,0,0,0
5214,0,0,0,0,0,0,0,0,0,0,0,1,396,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,2,0,0,0,3,5.333333333333333,7,3,1.699673171197595,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13002364066193853,0,0,0,0,0,0,1,0.13002364066193853,1,0.4909090909090909,1,0,1,0,0,0,2,1,0.8251192368839427,629,1,1,0,1,0,1,0
5215,0,0,0,0,0,0,0,0,0,0,0,1,345,1,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,23,0,0,0,0,2,0,0,0,3,10.666666666666666,23,3,8.806563209081936,231,9.666666666666666,5,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.06329113924050632,1,0,0,0,1,0,0,0.06329113924050632,1,0.3103448275862069,1,0,1,0,0,0,1,0,0.34513274336283184,113,0,1,1,1,0,1,0
5216,0,0,0,0,0,0,0,0,0,0,0,1,382,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,3,5.333333333333333,7,3,1.699673171197595,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1176470588235294,1,1,0,0,1,0,0,0.1176470588235294,1,0.46,1,0,1,0,0,0,2,2,0.7898089171974523,157,1,1,1,1,0,1,0
5217,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,21,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,0,0,2,0,0,1,3,6.0,9,3,2.449489742783178,15,4.333333333333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05921052631578948,1,1,0,0,0,0,0,0.05921052631578948,1,0.5952380952380952,1,0,1,0,0,0,2,0,0.9843137254901959,255,1,1,1,1,0,1,0
5219,0,0,0,0,0,0,0,0,0,0,0,1,426,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,0,3,6.0,9,3,2.449489742783178,28,5.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,1,0.6774193548387096,1,0,1,0,0,0,2,1,0.9809523809523808,105,1,1,0,1,0,0,0
5221,0,0,0,0,0,0,0,0,0,0,0,1,730,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,3,4.333333333333333,6,2,1.699673171197595,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,1,0,1,0.1111111111111111,1,0.5208333333333334,1,0,0,0,0,0,2,0,0.7336956521739131,184,1,1,1,1,0,1,0
5222,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,16,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,2,0,0,0,3,4.333333333333333,6,3,1.247219128924647,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049107142857142856,1,1,0,0,1,0,1,0.049107142857142856,0,0.3333333333333333,1,0,0,1,0,0,2,0,0.5555555555555556,270,1,1,1,1,0,0,0
5223,0,0,0,0,0,0,0,0,0,0,0,1,365,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,2,0,0,1,3,4.666666666666667,6,3,1.247219128924647,0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.045662100456620995,1,1,0,0,1,0,0,0.045662100456620995,0,0.2857142857142857,1,1,0,1,0,0,2,0,0.9963436928702012,547,1,1,1,1,0,0,0
5224,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,2,0,0,0,3,6.333333333333332,10,3,2.8674417556808764,36,5.333333333333333,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2345679012345679,0,0,0,0,1,0,0,0.2345679012345679,0,0.21176470588235294,1,0,1,0,0,0,1,0,0.463035019455253,257,0,1,0,1,0,0,0
5226,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2,0,0,1,3,6.333333333333332,11,3,3.39934634239519,45,5.666666666666668,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02127659574468085,1,0,0,0,1,0,0,0.02127659574468085,1,0.22916666666666666,1,0,0,0,0,0,0,2,0.14470284237726094,387,0,1,1,1,0,1,0
5227,0,0,0,0,0,0,0,0,0,0,0,1,197,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,3,4.0,6,2,1.6329931618554518,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10380622837370244,0,0,0,0,1,0,0,0.10380622837370244,0,0.09090909090909093,1,0,0,0,0,0,0,0,0.10588235294117647,340,0,1,1,0,0,0,0
5228,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,2,0,0,1,3,9.0,19,3,7.118052168020874,153,8.333333333333334,4,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07569721115537849,1,0,0,0,1,0,1,0.07569721115537849,0,0.07692307692307693,1,1,0,0,0,0,1,2,0.3633540372670808,322,0,1,1,0,0,0,0
5230,0,0,0,0,0,0,0,0,0,0,0,1,735,1,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,2,0,0,0,3,8.666666666666666,17,3,6.0184900284225975,120,7.666666666666668,4,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1443850267379679,0,0,1,0,1,0,0,0.1443850267379679,1,0.7058823529411765,1,1,1,0,0,0,2,1,0.8823529411764706,289,1,1,1,1,0,0,0
5231,0,0,0,0,0,0,0,0,0,0,0,1,396,1,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,2,0,0,0,3,4.0,6,3,1.4142135623730951,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188406,0,0,0,0,1,0,1,0.014492753623188406,0,0.14814814814814814,1,0,0,0,0,0,1,0,0.2083333333333333,96,0,1,1,0,0,0,0
5233,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,1,3,5.666666666666668,8,3,2.0548046676563256,21,4.666666666666667,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0,0,0,0,0,0,0,0.05128205128205128,1,0.8333333333333334,1,0,0,1,0,0,2,0,0.9960629921259844,254,1,1,0,2,0,1,0
5234,0,0,0,0,0,0,0,0,0,0,0,1,776,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,3,5.333333333333333,7,3,1.699673171197595,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07647058823529412,0,0,0,0,1,0,0,0.07647058823529412,1,0.6,1,0,0,0,0,0,2,0,0.8046272493573264,389,1,1,1,1,0,0,0
5235,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,0,0,1,3,7.0,12,3,3.741657386773941,55,6.0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15151515151515152,0,0,0,0,1,0,1,0.15151515151515152,1,0.025,1,0,0,0,0,0,0,0,0.13580246913580246,81,0,1,0,0,0,1,0
5237,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,2,0,0,0,3,7.666666666666668,14,3,4.642796092394708,78,6.666666666666668,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18407960199004966,1,1,0,0,1,0,0,0.18407960199004966,1,0.4565217391304348,1,0,1,0,0,1,1,2,0.3164983164983165,297,0,1,1,1,0,1,0
5239,0,0,0,0,0,0,0,0,0,0,0,1,731,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2,0,0,1,3,6.666666666666668,11,3,3.2998316455372216,45,5.666666666666668,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05056179775280899,0,0,0,0,1,0,1,0.05056179775280899,1,0.625,1,0,1,0,0,0,0,0,0.12228260869565218,368,0,1,1,1,0,1,0
5241,0,0,0,0,0,0,0,0,0,0,0,1,790,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,0,3,6.0,9,3,2.449489742783178,28,5.0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2272727272727273,0,0,0,0,1,0,1,0.2272727272727273,1,0.125,1,0,0,0,0,0,1,2,0.31443298969072164,194,0,1,0,0,0,1,0
5242,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,2,0,0,1,3,10.666666666666666,24,3,9.463379711052259,253,10.0,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.25,1,0,0,0,0,0,2,2,1.0,5,1,1,1,1,0,0,0
5243,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,2,0,0,1,3,7.0,13,3,4.320493798938574,66,6.333333333333332,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0.0,0,0.0,1,0,0,0,0,0,0,2,0.0,1,0,1,1,0,0,0,0
5245,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,4,4.5,8,2,2.29128784747792,21,4.666666666666667,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4345679012345679,1,1,0,0,1,1,0,0.4345679012345679,0,0.3103448275862069,1,0,0,1,1,0,2,2,0.8706896551724138,464,1,1,1,1,0,0,0
5246,0,0,0,0,0,0,0,0,0,0,0,1,366,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2,0,0,0,3,6.666666666666668,11,3,3.2998316455372216,45,5.666666666666668,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10400000000000001,0,0,0,0,1,0,0,0.10400000000000001,1,0.29411764705882354,1,0,1,0,0,1,1,2,0.3105590062111801,161,0,1,1,1,0,1,0
5247,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,1,3,6.0,9,3,2.449489742783178,28,5.0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0.8205128205128205,0,0,1,0,0,0,0,0.8205128205128205,0,0.4313725490196079,1,1,0,1,1,1,2,0,0.9420289855072465,414,1,1,1,1,0,0,0
5248,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,2,0,0,1,3,5.666666666666668,8,3,2.0548046676563256,1,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888888888889,0,0,0,0,0,0,1,0.1388888888888889,0,0.4736842105263158,1,0,0,0,0,0,2,0,1.0,123,1,1,1,1,0,0,0
5249,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,0,3,5.666666666666668,9,3,2.494438257849294,28,5.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0.4,1,0,0,0,0,0,2,0,1.0,4,1,1,1,1,0,0,0
